student_id,gender,ethnicity,parent_education,lunch,test_preparation,math_score,reading_score,writing_score,sports_participation,absences,extra_classes,psychological_score,tech_access,internet_quality,daily_study_hours,social_activity_level,motivation_level
S0742,Female,Group E,Bachelor's degree,Standard,Completed,76,92,77,No,10,Yes,5,Yes,Good,3.9,High,2
S0743,Male,Group B,Some college,Free/Reduced,None,54,30,57,No,8,Yes,10,No,Average,2.5,Medium,4
S0744,Female,Group A,Master's degree,Standard,None,95,34,35,No,0,No,8,No,Good,4.9,High,4
S0745,Male,Group B,High school,Standard,None,96,35,88,Yes,9,Yes,8,No,Poor,2.1,Low,1
S0746,Female,Group C,Master's degree,Standard,None,98,34,99,Yes,11,Yes,8,Yes,Poor,2.1,Low,10
S0747,Male,Group A,Bachelor's degree,Standard,Completed,69,57,68,No,29,No,10,Yes,Poor,3.7,Low,10
S0748,Female,Group E,Bachelor's degree,Free/Reduced,None,79,98,86,Yes,23,Yes,6,No,Average,1.9,Low,7
S0749,Female,Group C,Master's degree,Standard,Completed,69,73,83,No,1,Yes,2,Yes,Good,1,Medium,1
S0750,Female,Group D,Associate degree,Free/Reduced,None,66,45,89,No,14,Yes,8,No,Poor,1.6,High,5
S0751,Female,Group C,Some college,Free/Reduced,None,98,51,46,No,29,No,10,Yes,Poor,5.5,Low,8
S0752,Female,Group A,High school,Free/Reduced,Completed,46,52,69,Yes,23,No,1,No,Poor,0.6,Low,4
S0753,Male,Group A,High school,Free/Reduced,Completed,91,72,95,No,19,Yes,9,No,Average,1.2,Low,5
S0754,Female,Group E,High school,Free/Reduced,Completed,70,97,83,No,15,Yes,9,No,Poor,4.7,High,10
S0755,Female,Group D,High school,Standard,None,71,72,73,Yes,1,No,6,Yes,Average,5.9,Low,3
S0756,Male,Group E,Bachelor's degree,Free/Reduced,None,60,55,96,No,12,No,10,Yes,Average,4.3,High,5
S0757,Female,Group D,Some college,Standard,None,62,70,86,Yes,17,No,6,No,Poor,5.6,Medium,3
S0758,Female,Group D,Master's degree,Standard,Completed,72,99,65,Yes,28,Yes,6,Yes,Average,5.2,Low,4
S0759,Female,Group E,Master's degree,Free/Reduced,Completed,96,60,86,Yes,21,Yes,4,No,Average,3.1,Medium,3
S0760,Female,Group C,Associate degree,Free/Reduced,Completed,67,46,72,Yes,18,No,1,No,Poor,2.3,High,5
S0761,Female,Group B,Master's degree,Standard,Completed,70,38,73,Yes,10,No,1,No,Poor,4,Medium,2
S0762,Male,Group D,Some college,Free/Reduced,Completed,92,84,91,Yes,13,Yes,1,No,Good,3.4,Low,9
S0763,Female,Group A,Master's degree,Free/Reduced,None,69,35,90,Yes,29,No,5,Yes,Poor,0.6,Medium,3
S0764,Male,Group E,Bachelor's degree,Free/Reduced,Completed,59,99,40,No,25,Yes,7,No,Good,5.8,Medium,10
S0765,Female,Group C,Master's degree,Standard,Completed,76,93,62,No,2,No,1,Yes,Good,3.6,Medium,1
S0766,Female,Group D,High school,Standard,None,51,33,95,No,8,No,1,No,Good,5.3,Medium,5
S0767,Male,Group C,High school,Free/Reduced,Completed,84,96,52,No,4,Yes,6,No,Poor,4.5,Medium,4
S0768,Female,Group E,High school,Free/Reduced,Completed,72,85,78,No,13,No,2,No,Good,2.4,High,2
S0769,Female,Group A,High school,Free/Reduced,Completed,90,47,49,No,6,No,2,No,Good,5.5,High,8
S0770,Male,Group D,Bachelor's degree,Standard,Completed,61,61,44,No,11,Yes,7,No,Good,4.8,Low,9
S0771,Female,Group D,Bachelor's degree,Free/Reduced,None,33,77,95,No,20,Yes,9,No,Poor,2.9,High,6
S0772,Female,Group C,Bachelor's degree,Free/Reduced,Completed,74,58,59,Yes,17,Yes,8,No,Poor,5.1,High,8
S0773,Male,Group E,Master's degree,Free/Reduced,None,49,61,33,No,10,Yes,2,Yes,Poor,2,Low,2
S0774,Male,Group B,High school,Free/Reduced,Completed,94,54,93,No,26,Yes,7,Yes,Poor,4.2,High,6
S0775,Female,Group D,Associate degree,Standard,None,89,92,94,Yes,23,No,5,Yes,Average,1.1,Low,1
S0776,Female,Group A,Associate degree,Free/Reduced,None,55,38,37,Yes,8,No,10,Yes,Poor,5.3,Low,10
S0777,Female,Group D,High school,Free/Reduced,Completed,52,43,81,Yes,10,Yes,4,Yes,Good,4.5,High,3
S0778,Male,Group D,Some college,Standard,None,69,49,43,No,17,Yes,10,No,Poor,1.3,Medium,7
S0779,Male,Group B,Master's degree,Free/Reduced,None,31,39,87,Yes,1,No,4,No,Average,0.6,Low,1
S0780,Female,Group B,Associate degree,Free/Reduced,None,55,40,40,Yes,19,Yes,4,Yes,Average,2.6,Medium,6
S0781,Female,Group E,Bachelor's degree,Standard,Completed,91,68,88,Yes,12,Yes,9,No,Average,4.2,Low,7
S0782,Female,Group D,Some college,Free/Reduced,None,73,48,53,Yes,14,Yes,7,No,Poor,2.1,High,3
S0783,Male,Group D,Bachelor's degree,Standard,None,60,48,61,No,7,No,7,No,Average,5.9,Medium,8
S0784,Male,Group C,Some college,Free/Reduced,None,55,72,75,Yes,4,Yes,4,Yes,Average,5.6,Low,8
S0785,Male,Group C,Some college,Free/Reduced,Completed,34,90,57,No,4,No,9,Yes,Average,3.8,High,5
S0786,Female,Group A,Master's degree,Free/Reduced,Completed,99,99,45,Yes,6,No,8,Yes,Poor,2.2,Medium,2
S0787,Female,Group A,Bachelor's degree,Standard,None,64,94,71,Yes,11,Yes,10,No,Average,5.4,High,2
S0788,Female,Group C,Bachelor's degree,Free/Reduced,None,45,52,45,Yes,19,Yes,4,Yes,Average,4.9,High,5
S0789,Male,Group A,Associate degree,Standard,Completed,60,89,41,No,11,Yes,6,No,Good,1,Medium,4
S0790,Female,Group D,High school,Standard,None,43,39,91,Yes,8,No,4,No,Good,3.1,Low,4
S0791,Male,Group B,High school,Standard,Completed,54,92,63,No,3,Yes,1,No,Good,5.9,Low,5
S0792,Female,Group D,Associate degree,Standard,None,47,31,67,Yes,7,No,5,No,Average,3,High,1
S0793,Male,Group C,Some college,Standard,None,79,65,76,No,18,No,10,No,Good,5.6,Low,7
S0794,Female,Group E,Associate degree,Standard,Completed,49,86,51,No,21,No,3,Yes,Poor,5.9,Medium,3
S0795,Female,Group E,Associate degree,Free/Reduced,Completed,85,95,32,Yes,0,Yes,1,Yes,Good,2.6,Medium,10
S0796,Male,Group C,Bachelor's degree,Free/Reduced,None,31,49,30,Yes,22,No,2,Yes,Poor,5.8,High,10
S0797,Female,Group D,Associate degree,Free/Reduced,Completed,55,71,82,Yes,10,No,2,No,Good,1.3,High,8
S0798,Male,Group A,Some college,Free/Reduced,None,52,50,93,No,22,Yes,8,Yes,Good,1.4,Medium,9
S0799,Female,Group A,High school,Standard,None,61,95,73,Yes,12,Yes,4,Yes,Good,2,Medium,8
S0800,Female,Group E,Master's degree,Free/Reduced,Completed,42,67,76,No,17,Yes,3,No,Poor,3.1,High,2
S0801,Female,Group C,Associate degree,Free/Reduced,None,42,98,67,No,20,No,4,Yes,Poor,1.5,High,7
S0802,Male,Group C,Associate degree,Standard,None,46,53,92,No,19,No,10,No,Good,2.4,Medium,4
S0803,Female,Group B,Bachelor's degree,Free/Reduced,Completed,87,55,70,No,9,Yes,1,No,Poor,1.1,High,5
S0804,Male,Group E,Bachelor's degree,Standard,None,56,31,50,No,12,No,1,No,Good,2.9,Low,10
S0805,Female,Group C,Associate degree,Free/Reduced,None,46,75,74,No,24,No,5,No,Average,5.1,Medium,5
S0806,Female,Group B,Associate degree,Free/Reduced,None,67,63,42,No,11,Yes,7,Yes,Average,3.8,Medium,9
S0807,Male,Group A,Some college,Standard,None,43,91,95,Yes,12,No,9,Yes,Average,5,High,2
S0808,Female,Group E,High school,Free/Reduced,Completed,43,70,95,Yes,1,No,7,No,Poor,1.2,High,2
S0809,Female,Group E,High school,Free/Reduced,None,41,44,72,No,2,Yes,5,Yes,Average,2.7,Medium,3
S0810,Male,Group C,Master's degree,Free/Reduced,None,98,84,91,Yes,28,Yes,3,Yes,Good,0.7,High,5
S0811,Male,Group C,High school,Free/Reduced,None,97,32,77,Yes,16,No,8,No,Good,2.5,Low,4
S0812,Female,Group D,Master's degree,Standard,None,84,67,55,No,25,No,7,No,Poor,3.9,High,10
S0813,Male,Group A,Bachelor's degree,Free/Reduced,Completed,92,80,90,Yes,20,Yes,4,No,Good,3.6,Medium,10
S0814,Male,Group A,Master's degree,Standard,Completed,58,46,91,No,18,Yes,1,Yes,Average,0.8,High,9
S0815,Female,Group B,Master's degree,Standard,Completed,74,78,43,No,11,Yes,3,Yes,Good,0.8,Medium,3
S0816,Male,Group B,High school,Free/Reduced,None,33,50,83,Yes,15,Yes,8,No,Poor,2.2,Low,1
S0817,Male,Group D,Associate degree,Standard,None,45,53,70,No,19,Yes,2,No,Good,4.7,Medium,5
S0818,Female,Group A,Bachelor's degree,Free/Reduced,Completed,95,69,89,No,19,Yes,9,No,Good,0.6,Low,8
S0819,Male,Group B,Some college,Standard,Completed,52,49,38,Yes,21,Yes,4,Yes,Average,3.9,Low,1
S0820,Male,Group A,Master's degree,Standard,None,97,64,73,Yes,9,Yes,7,No,Poor,1.5,Low,1
S0821,Female,Group A,Master's degree,Standard,Completed,49,77,85,No,22,No,10,Yes,Average,5.7,Low,6
S0822,Female,Group B,Master's degree,Standard,None,46,62,32,Yes,22,Yes,7,No,Good,2.9,Low,7
S0823,Male,Group C,Associate degree,Free/Reduced,None,81,85,88,No,14,Yes,8,Yes,Poor,0.8,High,8
S0824,Female,Group C,Some college,Free/Reduced,None,35,70,42,Yes,29,Yes,7,Yes,Good,4.4,Low,8
S0825,Male,Group B,High school,Free/Reduced,None,68,83,59,Yes,26,No,4,No,Good,3.2,High,3
S0826,Male,Group D,Bachelor's degree,Free/Reduced,None,63,73,82,Yes,7,No,7,Yes,Average,5.3,High,4
S0827,Male,Group E,Associate degree,Standard,None,83,40,80,No,18,Yes,5,Yes,Good,4.1,High,9
S0828,Male,Group A,Some college,Free/Reduced,None,94,43,71,Yes,4,Yes,10,Yes,Poor,4.3,Medium,5
S0829,Female,Group E,Bachelor's degree,Free/Reduced,None,58,71,55,No,11,No,7,No,Poor,4.7,Medium,9
S0830,Female,Group B,High school,Free/Reduced,Completed,70,41,88,No,9,Yes,3,Yes,Average,2.8,Low,5
S0831,Male,Group A,Bachelor's degree,Standard,Completed,92,46,98,No,21,No,10,Yes,Average,4.9,High,5
S0832,Female,Group E,Master's degree,Standard,Completed,61,54,32,Yes,13,Yes,7,Yes,Poor,0.8,Medium,9
S0833,Male,Group C,Master's degree,Standard,Completed,95,55,70,Yes,27,Yes,7,No,Average,4.7,High,6
S0834,Male,Group D,Associate degree,Standard,None,74,76,30,No,21,No,2,No,Good,4,Medium,3
S0835,Female,Group E,Bachelor's degree,Standard,Completed,46,54,94,No,11,No,8,No,Poor,3.6,High,5
S0836,Female,Group D,Master's degree,Free/Reduced,Completed,72,89,99,Yes,23,No,7,Yes,Average,2.2,Medium,1
S0837,Male,Group C,Associate degree,Standard,None,95,89,79,Yes,12,No,9,No,Poor,1.1,Low,9
S0838,Female,Group E,Associate degree,Free/Reduced,Completed,97,56,88,Yes,20,No,4,No,Good,4.1,Low,10
S0839,Male,Group B,Associate degree,Standard,Completed,63,72,92,Yes,20,No,9,No,Average,3.1,Low,10
S0840,Female,Group A,High school,Standard,Completed,30,49,54,No,16,No,1,No,Poor,1.7,High,7
S0841,Female,Group C,Master's degree,Standard,Completed,52,92,39,No,0,No,5,Yes,Good,0.7,Low,1
S0842,Male,Group D,Master's degree,Standard,None,35,54,30,Yes,21,No,10,No,Average,3.5,Low,4
S0843,Female,Group D,Some college,Standard,Completed,45,56,43,No,9,Yes,7,No,Poor,1.2,Medium,2
S0844,Female,Group C,High school,Standard,Completed,31,81,50,Yes,25,Yes,4,No,Good,5.6,Medium,3
S0845,Male,Group B,Master's degree,Free/Reduced,Completed,56,39,87,Yes,4,Yes,7,No,Good,1.3,Medium,4
S0846,Male,Group B,Master's degree,Standard,Completed,48,79,67,Yes,10,Yes,9,Yes,Good,0.7,Low,2
S0847,Male,Group D,Some college,Standard,None,57,59,30,Yes,9,Yes,5,Yes,Good,1.9,Medium,10
S0848,Male,Group C,Bachelor's degree,Free/Reduced,None,64,30,34,No,5,No,5,No,Good,1.5,Medium,1
S0849,Male,Group C,Bachelor's degree,Standard,Completed,97,83,73,No,14,Yes,2,Yes,Average,4.9,Low,4
S0850,Male,Group A,High school,Standard,None,78,33,94,No,8,Yes,5,Yes,Good,2.1,Medium,9
S0851,Female,Group D,Associate degree,Free/Reduced,None,36,36,86,Yes,7,Yes,8,No,Average,1.8,High,9
S0852,Male,Group B,Some college,Free/Reduced,None,66,59,74,No,22,No,4,Yes,Average,6,Medium,9
S0853,Male,Group E,Some college,Standard,None,54,94,89,Yes,22,No,2,No,Poor,1.3,High,3
S0854,Male,Group B,Master's degree,Standard,Completed,70,58,95,No,5,No,8,Yes,Poor,1,Medium,1
S0855,Female,Group B,Master's degree,Standard,None,91,54,76,Yes,5,Yes,4,No,Average,2.2,Medium,1
S0856,Male,Group E,Some college,Standard,Completed,70,69,55,No,16,Yes,5,Yes,Good,2.7,High,3
S0857,Male,Group D,Associate degree,Standard,Completed,43,55,38,Yes,11,Yes,7,Yes,Good,4.7,Low,10
S0858,Female,Group A,Bachelor's degree,Standard,Completed,83,46,80,No,6,Yes,5,No,Average,5.8,High,8
S0859,Female,Group B,High school,Free/Reduced,Completed,31,60,37,No,4,Yes,10,Yes,Good,4.7,Low,4
S0860,Male,Group B,Bachelor's degree,Free/Reduced,Completed,77,90,34,No,15,Yes,4,No,Average,4.5,Medium,8
S0861,Female,Group D,High school,Free/Reduced,Completed,80,37,68,No,22,No,7,Yes,Poor,6,Low,7
S0862,Female,Group D,Associate degree,Free/Reduced,Completed,84,98,97,No,5,No,4,No,Good,4.7,Low,8
S0863,Male,Group C,Some college,Standard,Completed,41,30,69,No,7,No,10,Yes,Good,1.3,High,2
S0864,Male,Group D,Associate degree,Free/Reduced,Completed,98,75,65,No,2,No,4,Yes,Good,3,Low,8
S0865,Male,Group D,Some college,Standard,Completed,30,49,50,Yes,7,Yes,2,Yes,Poor,3.3,Low,9
S0866,Female,Group B,Master's degree,Standard,None,88,69,55,Yes,28,Yes,5,Yes,Good,2.2,High,10
S0867,Male,Group A,High school,Free/Reduced,None,63,31,85,Yes,6,Yes,8,Yes,Average,1.4,Low,6
S0868,Female,Group B,Master's degree,Standard,None,75,90,86,No,16,Yes,4,No,Good,4.4,Low,3
S0869,Male,Group D,Some college,Free/Reduced,Completed,88,59,88,No,18,Yes,2,No,Average,2,High,7
S0870,Female,Group C,High school,Free/Reduced,Completed,95,59,36,Yes,25,Yes,9,No,Good,3.9,High,9
S0871,Male,Group A,High school,Free/Reduced,Completed,48,74,71,No,19,Yes,6,No,Average,2.3,High,8
S0872,Female,Group C,Master's degree,Free/Reduced,Completed,57,53,42,Yes,13,Yes,3,Yes,Poor,3.3,Low,8
S0873,Male,Group E,High school,Free/Reduced,Completed,69,85,63,No,24,No,10,No,Good,2.4,Medium,7
S0874,Male,Group C,Some college,Standard,None,86,90,82,Yes,27,Yes,5,No,Poor,2.8,High,5
S0875,Male,Group C,Some college,Free/Reduced,None,80,42,75,No,5,No,6,Yes,Poor,4.5,High,2
S0876,Female,Group D,Master's degree,Standard,Completed,51,85,86,No,6,Yes,9,No,Good,5.4,Low,5
S0877,Female,Group D,Associate degree,Standard,Completed,97,44,90,No,29,Yes,5,Yes,Good,3.3,Medium,5
S0878,Male,Group D,Some college,Standard,None,37,40,85,No,4,No,9,No,Average,3.9,Medium,2
S0879,Female,Group D,Some college,Standard,None,89,41,58,No,18,Yes,1,Yes,Good,5.3,Low,10
S0880,Male,Group D,High school,Free/Reduced,None,94,32,43,No,20,Yes,10,Yes,Good,1.3,High,1
S0881,Female,Group C,High school,Standard,Completed,65,53,97,Yes,27,No,4,Yes,Average,1.4,Low,5
S0882,Male,Group E,Some college,Free/Reduced,Completed,58,38,42,Yes,6,Yes,1,No,Average,2.5,Medium,6
S0883,Female,Group D,Master's degree,Standard,Completed,94,75,46,Yes,8,No,2,Yes,Good,2.2,High,7
S0884,Female,Group E,Associate degree,Free/Reduced,Completed,85,89,58,No,11,Yes,2,No,Good,5.9,Medium,2
S0885,Female,Group E,High school,Free/Reduced,None,33,40,31,Yes,24,Yes,10,Yes,Good,3.6,Medium,6
S0886,Female,Group B,High school,Free/Reduced,None,79,39,91,No,14,No,5,Yes,Poor,3.4,Medium,8
S0887,Female,Group B,Associate degree,Free/Reduced,Completed,68,32,49,Yes,14,Yes,1,Yes,Poor,3.7,Medium,6
S0888,Male,Group A,High school,Free/Reduced,None,64,48,85,Yes,27,No,10,Yes,Good,5.3,High,3
S0889,Female,Group B,Master's degree,Standard,Completed,54,31,81,Yes,23,Yes,3,Yes,Average,1.8,High,3
S0890,Female,Group D,High school,Standard,None,73,46,54,No,20,Yes,6,Yes,Good,3.3,High,7
S0891,Female,Group E,High school,Standard,Completed,76,31,91,No,15,No,1,No,Good,2,Low,2
S0892,Female,Group A,Some college,Standard,None,69,82,46,Yes,22,Yes,1,Yes,Poor,4.8,High,3
S0893,Male,Group B,Master's degree,Free/Reduced,None,60,45,68,No,19,No,3,Yes,Good,4.8,Medium,7
S0894,Female,Group C,Master's degree,Standard,None,98,39,39,Yes,25,Yes,9,No,Good,5.8,Medium,9
S0895,Female,Group A,Some college,Standard,Completed,72,97,88,No,14,No,2,No,Poor,3,High,1
S0896,Male,Group D,Bachelor's degree,Standard,None,84,72,54,Yes,4,No,6,Yes,Poor,1.4,High,5
S0897,Male,Group E,Associate degree,Standard,Completed,45,87,57,No,11,No,3,Yes,Average,5.4,Low,2
S0898,Female,Group D,Master's degree,Standard,Completed,97,89,90,Yes,3,No,6,Yes,Average,5.4,High,5
S0899,Male,Group D,Bachelor's degree,Free/Reduced,None,98,53,87,No,2,Yes,7,Yes,Average,1.8,Low,6
S0900,Female,Group C,Associate degree,Free/Reduced,Completed,71,45,73,No,28,No,7,No,Good,2,High,8
S0901,Female,Group C,Master's degree,Standard,Completed,70,38,52,Yes,26,Yes,2,No,Average,2.2,Low,7
S0902,Male,Group E,High school,Free/Reduced,Completed,79,35,46,No,28,Yes,3,No,Poor,3,High,5
S0903,Female,Group B,Master's degree,Standard,Completed,35,94,67,No,0,Yes,4,No,Average,5.1,High,5
S0904,Male,Group D,Associate degree,Free/Reduced,None,82,53,59,No,12,No,8,No,Good,1.3,High,2
S0905,Male,Group B,Bachelor's degree,Free/Reduced,Completed,46,39,48,No,4,No,5,Yes,Good,4.4,Low,6
S0906,Female,Group E,High school,Standard,None,86,56,61,No,11,Yes,1,No,Average,2.4,Medium,3
S0907,Female,Group D,Associate degree,Free/Reduced,Completed,96,32,49,No,1,Yes,9,Yes,Good,1.6,Low,6
S0908,Male,Group B,Associate degree,Standard,Completed,45,67,93,No,5,Yes,1,No,Good,2.4,High,3
S0909,Female,Group D,Master's degree,Standard,Completed,81,46,65,No,4,No,2,No,Good,3.4,Medium,2
S0910,Male,Group C,Some college,Free/Reduced,Completed,63,77,94,No,26,No,7,Yes,Average,5.6,Low,8
S0911,Male,Group C,Some college,Free/Reduced,Completed,49,78,72,Yes,17,No,3,Yes,Good,4,Low,4
S0912,Male,Group A,High school,Free/Reduced,Completed,85,72,55,No,23,Yes,6,Yes,Average,3.8,Medium,5
S0913,Male,Group E,Associate degree,Free/Reduced,Completed,80,36,36,No,4,No,8,Yes,Average,1.1,High,9
S0914,Female,Group B,Bachelor's degree,Standard,Completed,82,97,63,Yes,17,No,5,Yes,Good,0.9,Medium,4
S0915,Female,Group D,High school,Standard,Completed,78,50,65,No,15,No,1,Yes,Average,1.2,High,1
S0916,Female,Group A,High school,Standard,None,33,54,35,No,16,No,10,No,Average,1,Medium,6
S0917,Female,Group E,Master's degree,Standard,None,47,90,66,No,1,Yes,3,No,Good,3.7,Low,5
S0918,Female,Group E,Bachelor's degree,Standard,Completed,65,57,91,No,16,Yes,2,No,Good,3,Low,10
S0919,Female,Group E,Associate degree,Standard,Completed,64,81,89,Yes,9,Yes,6,No,Average,0.5,Low,3
S0920,Male,Group B,Associate degree,Free/Reduced,Completed,59,42,93,No,25,Yes,5,No,Poor,2.4,High,5
S0921,Female,Group C,Associate degree,Standard,None,92,63,79,No,2,No,7,No,Poor,1.2,High,8
S0922,Male,Group A,High school,Standard,None,50,96,81,Yes,13,Yes,2,No,Poor,5.9,Medium,1
S0923,Male,Group B,Master's degree,Free/Reduced,None,81,33,46,Yes,18,Yes,6,No,Poor,3,High,4
S0924,Male,Group D,High school,Free/Reduced,Completed,98,73,89,Yes,11,Yes,5,Yes,Average,2.8,High,3
S0925,Female,Group B,Some college,Standard,Completed,70,44,83,No,25,Yes,6,No,Good,4,Medium,4
S0926,Male,Group D,Some college,Standard,None,83,37,39,Yes,0,Yes,5,No,Poor,2.5,High,2
S0927,Female,Group D,Associate degree,Free/Reduced,Completed,59,34,54,No,6,No,7,Yes,Good,4.4,Medium,2
S0928,Male,Group E,Master's degree,Standard,Completed,85,95,47,Yes,25,Yes,5,Yes,Poor,5.5,High,2
S0929,Female,Group B,Associate degree,Free/Reduced,None,70,75,93,Yes,6,No,7,No,Poor,3.2,High,3
S0930,Female,Group C,Associate degree,Free/Reduced,Completed,43,94,88,No,12,No,1,Yes,Poor,2.6,Low,9
S0931,Female,Group D,High school,Free/Reduced,None,50,95,56,Yes,8,No,9,Yes,Good,3.4,High,5
S0932,Female,Group E,Associate degree,Standard,None,54,55,87,No,4,Yes,6,Yes,Good,3.8,Medium,4
S0933,Female,Group C,Associate degree,Standard,Completed,79,60,90,Yes,3,Yes,9,Yes,Poor,5.2,Medium,4
S0934,Male,Group B,Master's degree,Free/Reduced,None,82,80,72,Yes,4,No,1,No,Good,2.7,Low,3
S0935,Female,Group C,Master's degree,Free/Reduced,Completed,77,70,40,No,23,Yes,2,Yes,Poor,0.8,Medium,9
S0936,Female,Group B,Master's degree,Standard,None,99,80,34,No,23,No,7,No,Average,4,Low,10
S0937,Male,Group D,Associate degree,Standard,Completed,77,48,87,Yes,27,No,4,Yes,Good,5.9,High,1
S0938,Female,Group A,Master's degree,Standard,Completed,33,32,68,No,19,Yes,10,Yes,Poor,5.2,Low,6
S0939,Female,Group A,Master's degree,Free/Reduced,Completed,53,67,77,Yes,11,Yes,1,Yes,Average,4.7,High,4
S0940,Female,Group D,Bachelor's degree,Free/Reduced,Completed,60,99,49,No,7,No,5,Yes,Average,1.5,Medium,8
S0941,Female,Group C,Bachelor's degree,Free/Reduced,None,58,74,48,Yes,12,Yes,4,Yes,Poor,4.6,Low,7
S0942,Female,Group B,Some college,Standard,None,34,70,89,No,3,No,6,Yes,Average,0.9,Medium,3
S0943,Male,Group A,High school,Free/Reduced,Completed,96,54,55,Yes,19,No,7,Yes,Average,3.2,Medium,5
S0944,Female,Group B,High school,Free/Reduced,Completed,82,79,54,Yes,10,Yes,3,Yes,Poor,2.5,Medium,4
S0945,Male,Group D,Master's degree,Free/Reduced,Completed,93,30,44,Yes,14,No,6,Yes,Average,5.5,Medium,4
S0946,Female,Group C,Some college,Standard,None,64,83,50,Yes,23,Yes,2,No,Average,1.4,Medium,10
S0947,Male,Group B,Some college,Free/Reduced,None,41,42,76,No,13,Yes,10,No,Poor,4.8,Low,8
S0948,Male,Group C,Bachelor's degree,Free/Reduced,Completed,76,69,64,No,17,No,4,No,Poor,0.8,Medium,9
S0949,Male,Group A,Some college,Standard,None,84,50,73,No,19,Yes,10,Yes,Average,4.4,Low,4
S0950,Female,Group B,Associate degree,Free/Reduced,Completed,98,70,35,Yes,0,No,9,Yes,Good,2.1,Low,2
S0951,Female,Group E,Master's degree,Standard,None,67,90,52,Yes,0,Yes,7,Yes,Poor,5.9,Low,1
S0952,Male,Group A,Associate degree,Standard,Completed,58,62,68,Yes,10,No,2,No,Good,4.2,Medium,10
S0953,Female,Group C,High school,Free/Reduced,Completed,41,58,47,No,28,No,6,Yes,Poor,2.2,Medium,4
S0954,Female,Group D,Bachelor's degree,Standard,Completed,48,84,69,No,28,No,4,No,Good,1.8,Low,8
S0955,Male,Group E,Associate degree,Free/Reduced,None,38,61,65,No,28,Yes,8,No,Poor,4,Medium,5
S0956,Female,Group B,Master's degree,Standard,Completed,58,40,57,No,23,No,8,Yes,Average,2,Low,2
S0957,Male,Group A,Associate degree,Free/Reduced,None,32,81,93,Yes,19,No,1,No,Average,1.5,Medium,4
S0958,Female,Group B,Associate degree,Standard,None,59,65,87,Yes,29,No,8,Yes,Good,4.1,Medium,4
S0959,Male,Group B,Some college,Standard,Completed,87,60,67,Yes,5,Yes,10,No,Good,4.5,Low,10
S0960,Female,Group E,Bachelor's degree,Standard,Completed,82,43,73,Yes,4,No,7,Yes,Poor,1.8,Medium,5
S0961,Female,Group E,High school,Free/Reduced,Completed,33,92,31,No,12,No,1,Yes,Poor,3.4,Low,2
S0962,Male,Group E,Master's degree,Free/Reduced,None,86,81,64,Yes,9,No,3,Yes,Good,4.1,Low,7
S0963,Male,Group E,Master's degree,Free/Reduced,None,83,83,30,No,5,Yes,5,Yes,Good,5.7,Medium,5
S0964,Female,Group D,High school,Standard,None,57,79,75,No,3,No,3,Yes,Average,4.9,Medium,4
